,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
28384,27,35000,RENT,5.0,VENTURE,C,10000,13.48,0,0.29,Y,8
22943,29,60000,MORTGAGE,0.0,PERSONAL,A,5000,6.03,0,0.08,N,10
16962,25,36000,RENT,0.0,MEDICAL,B,10000,11.11,0,0.28,N,3
31161,41,80000,OWN,24.0,VENTURE,B,17000,,0,0.21,N,16
17733,25,34000,MORTGAGE,2.0,MEDICAL,C,15450,11.22,1,0.45,Y,4
12273,23,74000,MORTGAGE,3.0,VENTURE,C,10000,,1,0.14,Y,3
15101,21,121352,MORTGAGE,5.0,DEBTCONSOLIDATION,C,7750,,0,0.06,N,4
14344,22,105000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3650,11.99,0,0.03,N,3
25833,30,90000,MORTGAGE,7.0,EDUCATION,A,10000,8.63,0,0.11,N,5
23092,28,51000,RENT,5.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.16,N,9
29403,50,50000,RENT,1.0,PERSONAL,A,16000,7.9,1,0.32,N,17
20628,27,48000,RENT,7.0,EDUCATION,A,9800,8.59,0,0.2,N,5
15947,22,8000,RENT,,MEDICAL,A,2100,7.51,1,0.26,N,2
9950,23,65000,MORTGAGE,4.0,EDUCATION,D,13600,15.62,0,0.21,Y,2
25242,29,82000,OWN,5.0,PERSONAL,C,21000,14.65,0,0.26,Y,5
25538,34,85800,OWN,11.0,VENTURE,A,5000,7.4,0,0.06,N,6
8481,25,58000,MORTGAGE,9.0,MEDICAL,A,8500,7.14,0,0.15,N,3
1411,25,49000,RENT,3.0,EDUCATION,A,1000,7.66,0,0.02,N,3
22992,31,40000,RENT,1.0,DEBTCONSOLIDATION,A,8000,7.9,0,0.2,N,9
14943,26,108000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,11.49,1,0.14,N,3
18489,27,140000,RENT,4.0,EDUCATION,A,20000,7.9,0,0.14,N,6
431,26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3
32179,36,58000,RENT,18.0,DEBTCONSOLIDATION,A,5000,6.62,0,0.09,N,17
25691,30,117005,RENT,1.0,VENTURE,E,12000,18.79,1,0.1,Y,8
2532,24,22000,RENT,3.0,PERSONAL,B,3000,10.33,0,0.14,N,2
3880,23,38400,RENT,7.0,PERSONAL,B,4000,10.59,0,0.1,N,2
21932,33,50400,MORTGAGE,3.0,VENTURE,A,6000,6.92,0,0.12,N,9
23964,31,30000,RENT,2.0,DEBTCONSOLIDATION,A,10000,8.63,1,0.33,N,5
21057,28,53500,RENT,4.0,VENTURE,B,5000,12.18,0,0.09,N,5
24700,34,72000,RENT,2.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.14,N,7
4252,24,40000,OWN,6.0,VENTURE,A,1000,6.76,0,0.03,N,3
21664,27,50000,MORTGAGE,4.0,EDUCATION,B,2100,9.91,0,0.04,N,6
3033,26,65000,RENT,5.0,DEBTCONSOLIDATION,B,3200,11.71,0,0.05,N,3
10989,25,37000,RENT,1.0,DEBTCONSOLIDATION,F,4200,,1,0.11,Y,2
15999,26,95000,RENT,0.0,VENTURE,B,12000,10.65,0,0.13,N,3
13429,25,35000,OWN,9.0,PERSONAL,C,4000,13.11,0,0.11,N,2
23961,30,68000,MORTGAGE,2.0,EDUCATION,C,6000,13.72,0,0.09,N,5
20997,32,45000,MORTGAGE,2.0,MEDICAL,C,8000,14.65,0,0.18,N,8
19426,28,39000,RENT,0.0,EDUCATION,A,3000,7.9,0,0.08,N,7
11970,24,41600,RENT,2.0,MEDICAL,B,11200,10.62,0,0.27,N,3
15396,26,132500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,12.69,0,0.09,N,3
14956,23,120000,MORTGAGE,5.0,MEDICAL,B,6000,9.99,0,0.05,N,3
24677,35,70000,RENT,1.0,HOMEIMPROVEMENT,C,10000,13.98,0,0.14,N,7
31491,41,62004,RENT,5.0,HOMEIMPROVEMENT,A,14000,8.9,0,0.23,N,17
14970,22,50004,RENT,6.0,VENTURE,D,15000,15.05,0,0.3,Y,2
11194,25,72000,MORTGAGE,9.0,EDUCATION,A,3200,6.39,0,0.04,N,3
511,26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2
21496,29,48000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,20000,11.36,0,0.42,N,10
30618,37,54000,MORTGAGE,21.0,DEBTCONSOLIDATION,D,25000,15.57,1,0.46,Y,16
24180,30,70000,MORTGAGE,15.0,PERSONAL,A,12250,7.51,0,0.17,N,6
11883,23,77000,MORTGAGE,7.0,EDUCATION,A,10000,7.88,0,0.13,N,4
6888,23,69000,RENT,7.0,DEBTCONSOLIDATION,D,6000,16.02,1,0.09,Y,2
22750,27,90000,RENT,0.0,DEBTCONSOLIDATION,B,7500,,0,0.08,N,6
16618,23,57700,MORTGAGE,7.0,PERSONAL,B,3500,10.65,0,0.06,N,2
29188,41,200000,MORTGAGE,2.0,VENTURE,B,1000,10.38,0,0.01,N,13
3715,22,20000,RENT,2.0,EDUCATION,B,4000,9.45,0,0.2,N,4
6010,23,72000,RENT,7.0,VENTURE,B,5600,11.12,0,0.08,N,2
4060,23,34000,MORTGAGE,3.0,VENTURE,C,12000,14.27,1,0.35,N,4
17539,25,100000,MORTGAGE,9.0,PERSONAL,B,17600,10.59,0,0.18,N,3
21299,34,19200,RENT,1.0,PERSONAL,C,5500,15.23,1,0.29,Y,8
30228,36,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,6.03,0,0.2,N,13
9376,22,61547,OWN,1.0,EDUCATION,D,24250,14.96,0,0.39,Y,3
30708,43,62000,MORTGAGE,2.0,EDUCATION,B,20000,10.25,0,0.32,N,14
8669,25,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1200,13.49,0,0.02,N,4
29036,33,75653,RENT,2.0,MEDICAL,F,20000,17.58,1,0.22,N,8
23847,30,66000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11200,9.32,0,0.17,N,9
27398,31,138000,MORTGAGE,15.0,MEDICAL,B,24000,10.62,0,0.17,N,6
3644,23,108000,RENT,1.0,MEDICAL,C,3800,14.26,0,0.04,Y,4
17990,28,202040,MORTGAGE,12.0,PERSONAL,D,12000,14.46,0,0.06,Y,8
11439,22,61500,RENT,3.0,MEDICAL,C,10000,14.22,0,0.16,N,2
17869,33,350000,MORTGAGE,0.0,VENTURE,C,10000,14.65,0,0.03,Y,10
27260,31,130000,MORTGAGE,15.0,MEDICAL,C,1600,13.99,0,0.01,Y,6
14030,24,100000,MORTGAGE,8.0,MEDICAL,A,5625,6.99,0,0.06,N,4
28139,32,50000,MORTGAGE,5.0,MEDICAL,A,9600,6.76,0,0.19,N,10
17802,24,93000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,12000,16.29,1,0.13,Y,3
4023,23,60000,RENT,7.0,EDUCATION,D,4000,15.33,0,0.07,Y,2
32347,55,39000,RENT,2.0,HOMEIMPROVEMENT,B,13000,11.48,1,0.33,N,27
12213,22,80000,OWN,4.0,EDUCATION,B,4800,10.99,0,0.06,N,4
2375,24,32000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.19,N,4
13099,24,88000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,25000,14.54,0,0.28,N,2
26543,27,76000,RENT,2.0,MEDICAL,C,14500,12.73,0,0.19,N,10
18909,32,28800,MORTGAGE,7.0,VENTURE,C,7500,13.43,0,0.26,Y,7
16783,22,46000,RENT,3.0,DEBTCONSOLIDATION,B,11000,10.59,0,0.24,N,2
9419,23,62000,MORTGAGE,2.0,VENTURE,A,5000,5.42,0,0.08,N,3
20225,27,48000,RENT,7.0,PERSONAL,B,4000,9.62,0,0.08,N,10
1109,23,40000,RENT,2.0,EDUCATION,B,17475,9.91,1,0.44,N,2
6760,22,50000,OWN,2.0,VENTURE,C,6000,14.22,0,0.12,N,2
23905,33,67000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.37,N,6
3810,26,31104,RENT,1.0,DEBTCONSOLIDATION,B,4000,9.99,0,0.13,N,3
18927,31,29000,MORTGAGE,6.0,PERSONAL,D,5000,15.99,0,0.17,N,7
24641,28,65000,RENT,12.0,VENTURE,D,10000,14.96,0,0.15,Y,6
4826,24,35000,RENT,8.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,4
32082,42,78000,MORTGAGE,6.0,VENTURE,B,20000,10.99,0,0.26,N,12
825,22,74800,RENT,3.0,MEDICAL,D,20000,14.96,1,0.23,Y,4
25250,33,82000,MORTGAGE,2.0,PERSONAL,B,20000,10.99,0,0.24,N,10
30797,38,65000,OWN,3.0,PERSONAL,B,8000,10.62,0,0.12,N,14
31113,40,77000,MORTGAGE,9.0,EDUCATION,B,12000,,0,0.16,N,12
9827,26,64999,MORTGAGE,11.0,VENTURE,B,15000,10.99,0,0.23,N,2
21018,27,37273,RENT,4.0,PERSONAL,B,8500,10.0,0,0.23,N,10
12099,23,34000,RENT,0.0,DEBTCONSOLIDATION,B,11500,11.49,1,0.34,N,2
29108,34,53500,RENT,0.0,MEDICAL,A,3200,6.76,0,0.06,N,10
6914,23,50004,MORTGAGE,8.0,EDUCATION,C,2000,11.91,0,0.04,Y,2
31984,36,33600,RENT,3.0,EDUCATION,B,12000,11.36,1,0.36,N,16
19786,27,63945,RENT,6.0,VENTURE,A,3500,7.9,0,0.05,N,5
23252,29,60096,MORTGAGE,3.0,EDUCATION,A,3000,7.66,0,0.05,N,10
9987,22,65000,MORTGAGE,2.0,VENTURE,B,10000,11.11,0,0.15,N,3
23539,30,32004,RENT,2.0,PERSONAL,D,8700,15.58,1,0.27,N,10
5134,25,44000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7000,6.03,0,0.16,N,3
21886,29,50004,MORTGAGE,5.0,PERSONAL,A,10000,5.99,0,0.2,N,5
16535,21,30000,MORTGAGE,6.0,MEDICAL,A,3000,5.99,0,0.1,N,3
11712,26,76250,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.71,0,0.13,N,3
29991,43,43000,MORTGAGE,5.0,MEDICAL,B,15000,8.88,0,0.35,N,12
26535,27,30000,OWN,6.0,EDUCATION,D,1800,14.84,0,0.06,Y,5
24560,31,74400,MORTGAGE,11.0,VENTURE,A,13000,7.88,0,0.17,N,10
26231,35,99000,MORTGAGE,12.0,MEDICAL,B,3000,10.99,0,0.03,N,9
10514,23,68000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,21000,12.84,0,0.31,N,2
26498,32,100000,RENT,7.0,EDUCATION,C,14400,13.35,0,0.14,Y,7
10005,22,63000,RENT,5.0,EDUCATION,A,9225,5.99,0,0.15,N,4
20670,29,30796,RENT,13.0,MEDICAL,D,5000,14.96,0,0.16,Y,8
18667,30,25000,MORTGAGE,,DEBTCONSOLIDATION,B,7000,10.99,0,0.28,N,10
20606,33,42000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,13000,7.9,0,0.31,N,6
17716,22,22596,RENT,4.0,DEBTCONSOLIDATION,B,7500,9.76,1,0.33,N,3
4896,23,39000,RENT,6.0,EDUCATION,B,5000,12.69,0,0.13,N,3
28785,30,300000,OWN,14.0,VENTURE,B,35000,10.59,0,0.12,N,5
4501,26,41000,MORTGAGE,5.0,PERSONAL,A,8000,6.03,0,0.2,N,3
9510,26,100000,RENT,6.0,MEDICAL,A,8000,6.54,0,0.08,N,3
17220,22,166000,MORTGAGE,1.0,PERSONAL,B,23450,11.36,0,0.14,N,2
4859,23,36100,RENT,2.0,EDUCATION,A,5000,7.49,0,0.14,N,4
9916,22,65000,OWN,6.0,VENTURE,B,7000,11.49,0,0.11,N,4
6045,22,48000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,10000,13.49,0,0.21,Y,4
30060,36,58000,RENT,18.0,VENTURE,A,5000,6.62,0,0.09,N,16
17481,22,185000,RENT,4.0,EDUCATION,B,25000,11.36,0,0.14,N,4
2974,23,29000,MORTGAGE,7.0,PERSONAL,A,6000,7.88,1,0.21,N,2
5583,24,45000,OTHER,8.0,MEDICAL,A,7500,8.32,0,0.17,N,3
14829,24,115800,MORTGAGE,5.0,PERSONAL,B,12000,10.99,0,0.1,N,3
26026,33,95000,MORTGAGE,17.0,MEDICAL,A,12000,7.29,0,0.13,N,6
7624,21,54000,OWN,5.0,VENTURE,B,20000,10.74,0,0.37,N,2
20607,28,144000,RENT,12.0,PERSONAL,B,10000,9.99,0,0.07,N,5
6196,25,26500,RENT,9.0,PERSONAL,B,6000,12.42,0,0.23,N,3
22805,28,58000,MORTGAGE,3.0,VENTURE,A,4000,7.14,0,0.07,N,9
18995,35,30000,MORTGAGE,11.0,MEDICAL,B,11000,10.65,0,0.37,N,10
17015,22,36000,OWN,4.0,PERSONAL,A,3250,7.75,0,0.09,N,2
2161,26,70000,RENT,0.0,EDUCATION,C,2400,,0,0.03,Y,3
31029,43,68400,MORTGAGE,9.0,VENTURE,C,9600,13.49,1,0.14,N,16
16680,22,37000,RENT,,DEBTCONSOLIDATION,B,10000,,0,0.27,N,2
26643,32,109488,MORTGAGE,16.0,HOMEIMPROVEMENT,C,12000,12.09,0,0.11,N,8
27349,29,61000,RENT,2.0,PERSONAL,D,15000,14.96,1,0.25,Y,8
22834,35,58570,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,7.88,0,0.19,N,9
15378,23,132000,MORTGAGE,5.0,PERSONAL,A,15000,6.99,0,0.11,N,2
8900,26,60000,MORTGAGE,10.0,VENTURE,A,12500,6.92,0,0.21,N,2
18722,34,44000,RENT,0.0,EDUCATION,D,16000,13.24,1,0.36,Y,6
19729,29,35500,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.11,N,6
1707,26,22584,RENT,,PERSONAL,A,1800,8.49,0,0.08,N,2
10554,24,33500,RENT,2.0,VENTURE,C,10000,13.16,0,0.3,Y,3
2348,25,31920,MORTGAGE,8.0,MEDICAL,C,4500,,0,0.14,Y,2
25148,30,80000,MORTGAGE,14.0,VENTURE,C,8000,13.92,0,0.1,N,8
2589,24,35256,RENT,2.0,DEBTCONSOLIDATION,B,3000,10.74,0,0.09,N,2
30539,41,34560,RENT,8.0,DEBTCONSOLIDATION,D,7550,16.89,1,0.22,N,14
28640,31,45000,RENT,5.0,PERSONAL,A,14000,7.91,1,0.31,N,8
3489,25,24000,RENT,2.0,MEDICAL,A,10625,6.03,1,0.44,N,2
4331,26,14040,RENT,1.0,DEBTCONSOLIDATION,B,4750,10.25,1,0.34,N,2
18575,27,69790,RENT,6.0,DEBTCONSOLIDATION,B,18000,10.25,0,0.26,N,9
5215,22,110500,RENT,2.0,EDUCATION,A,9000,5.79,0,0.08,N,4
17767,21,29004,RENT,5.0,PERSONAL,C,11000,14.22,1,0.38,Y,4
21068,29,45000,MORTGAGE,7.0,PERSONAL,A,4000,6.17,0,0.09,N,9
3156,26,34200,RENT,1.0,MEDICAL,C,3500,12.84,0,0.1,N,4
5384,22,45000,MORTGAGE,3.0,EDUCATION,C,3000,,0,0.07,N,4
21412,31,75797,RENT,8.0,MEDICAL,C,5600,13.22,0,0.07,Y,8
6585,23,49152,RENT,2.0,PERSONAL,A,6000,7.9,0,0.12,N,3
5096,22,50000,RENT,6.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.1,N,3
9587,24,62677,MORTGAGE,2.0,MEDICAL,B,6000,10.2,0,0.1,N,2
24645,29,66000,RENT,4.0,VENTURE,A,10000,7.9,0,0.15,N,6
16170,25,120000,RENT,1.0,HOMEIMPROVEMENT,A,12000,,0,0.1,N,3
19504,29,52000,RENT,2.0,EDUCATION,A,12000,7.9,0,0.23,N,7
7652,24,54000,MORTGAGE,9.0,MEDICAL,C,15600,13.61,0,0.29,Y,4
16875,24,95000,RENT,5.0,VENTURE,B,14000,,0,0.15,N,4
4871,22,37000,RENT,4.0,PERSONAL,B,5000,10.65,0,0.14,N,4
13548,25,93080,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8450,13.49,0,0.09,Y,2
7348,22,59000,RENT,2.0,EDUCATION,B,6500,10.95,0,0.11,N,3
16645,23,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,11.89,0,0.07,N,4
15493,26,21000,OWN,4.0,EDUCATION,C,8000,13.79,0,0.38,Y,3
18794,27,10000,RENT,2.0,VENTURE,D,1200,14.11,1,0.12,Y,6
182,22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0,0.04,N,4
26670,30,98000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,5200,16.49,1,0.05,N,6
11520,24,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,11200,13.99,0,0.15,Y,4
23330,29,61848,OWN,13.0,VENTURE,B,5000,10.38,0,0.08,N,10
13074,23,87600,MORTGAGE,7.0,MEDICAL,C,20000,13.35,0,0.23,Y,4
10102,24,59000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6800,12.53,1,0.12,Y,4
32017,36,130000,MORTGAGE,9.0,MEDICAL,B,12000,,0,0.09,N,14
2160,26,67000,RENT,4.0,MEDICAL,C,2400,12.99,0,0.04,Y,2
2982,24,35000,MORTGAGE,2.0,EDUCATION,B,8000,11.86,0,0.23,N,3
5745,22,18000,RENT,2.0,DEBTCONSOLIDATION,C,5400,15.23,1,0.3,N,4
15221,26,125000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,16000,8.94,0,0.13,N,4
25840,29,40800,RENT,,VENTURE,B,2700,11.71,0,0.07,N,7
22155,29,52800,MORTGAGE,1.0,PERSONAL,C,4800,14.79,0,0.09,N,9
7877,26,45000,RENT,1.0,VENTURE,A,7000,7.51,0,0.16,N,3
4049,22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12000,13.49,0,0.3,N,2
7989,23,55000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000,13.85,0,0.15,N,4
2288,26,48000,RENT,0.0,DEBTCONSOLIDATION,B,13000,11.26,0,0.27,N,3
5074,24,48000,RENT,3.0,EDUCATION,B,5000,11.89,0,0.1,N,2
1261,24,50000,RENT,6.0,HOMEIMPROVEMENT,C,16000,13.99,1,0.32,Y,2
3373,26,45000,RENT,10.0,PERSONAL,D,11000,14.61,0,0.24,N,2
8307,24,57000,MORTGAGE,8.0,VENTURE,D,14000,14.91,0,0.25,N,4
1042,26,80171,RENT,3.0,HOMEIMPROVEMENT,C,18000,13.85,0,0.22,N,3
32580,66,42000,RENT,2.0,MEDICAL,B,6475,9.99,0,0.15,N,30
28897,28,61000,MORTGAGE,12.0,PERSONAL,A,12000,6.03,0,0.2,N,5
599,23,45000,RENT,4.0,PERSONAL,B,20000,10.25,1,0.44,N,2
1646,25,63000,RENT,0.0,DEBTCONSOLIDATION,B,1500,12.42,0,0.02,N,4
32074,49,76872,MORTGAGE,4.0,PERSONAL,D,15000,14.84,0,0.2,Y,11
7469,22,53000,MORTGAGE,6.0,EDUCATION,E,10000,17.39,0,0.19,N,3
25965,35,94000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.11,N,9
24375,30,72000,MORTGAGE,12.0,MEDICAL,B,10000,10.0,0,0.14,N,7
27327,28,132650,MORTGAGE,12.0,MEDICAL,B,20000,10.65,0,0.15,N,5
2322,26,27200,RENT,4.0,DEBTCONSOLIDATION,C,2500,13.49,0,0.09,N,4
21441,31,73000,RENT,5.0,HOMEIMPROVEMENT,B,5800,10.37,0,0.08,N,6
11062,26,47004,RENT,5.0,PERSONAL,D,10000,15.05,0,0.21,N,2
24725,27,75000,RENT,9.0,EDUCATION,B,10000,9.63,0,0.13,N,9
19128,33,30000,MORTGAGE,1.0,EDUCATION,B,12250,11.36,0,0.41,N,8
20387,28,39000,RENT,8.0,EDUCATION,C,4500,13.49,1,0.12,N,9
11317,23,73000,MORTGAGE,7.0,EDUCATION,C,7500,13.22,0,0.1,Y,2
30019,39,44000,MORTGAGE,14.0,PERSONAL,A,2500,7.68,0,0.06,N,15
31052,37,65000,RENT,2.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.15,N,14
3562,24,45000,RENT,0.0,MEDICAL,A,3600,6.91,0,0.08,N,4
26580,32,106300,MORTGAGE,13.0,PERSONAL,A,20000,,0,0.19,N,5
19313,31,32000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6000,11.86,0,0.19,N,8
27510,30,145000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9600,7.9,0,0.07,N,6
2421,26,121000,RENT,2.0,EDUCATION,A,2500,7.66,0,0.02,N,4
28345,29,36000,RENT,1.0,VENTURE,B,12000,12.21,1,0.33,N,10
10930,24,35000,RENT,8.0,PERSONAL,A,4250,6.99,0,0.12,N,2
17340,22,37200,RENT,6.0,HOMEIMPROVEMENT,A,7000,7.9,1,0.19,N,2
780,25,85000,RENT,3.0,DEBTCONSOLIDATION,B,20000,10.25,0,0.24,N,3
25239,28,82000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,16.29,0,0.3,N,5
19311,31,61200,RENT,,MEDICAL,A,2500,6.62,0,0.04,N,10
4509,26,65000,RENT,0.0,HOMEIMPROVEMENT,C,4800,13.72,0,0.07,N,2
4413,24,33600,RENT,0.0,MEDICAL,B,4800,11.86,0,0.14,N,2
12909,24,73000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9325,12.53,1,0.13,N,2
27622,35,140004,MORTGAGE,6.0,PERSONAL,C,8400,12.98,1,0.06,Y,9
319,22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2
16155,24,74900,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3500,6.39,0,0.05,N,3
30401,43,80000,RENT,5.0,HOMEIMPROVEMENT,B,6400,11.71,0,0.08,N,11
11937,23,78000,MORTGAGE,0.0,MEDICAL,A,10000,6.62,0,0.13,N,2
26343,28,100000,OWN,5.0,VENTURE,C,11000,13.61,0,0.11,Y,8
2806,25,53000,RENT,6.0,MEDICAL,C,3000,13.99,0,0.06,Y,2
29464,45,74600,RENT,2.0,MEDICAL,C,1500,13.61,0,0.02,N,13
14256,23,72000,RENT,3.0,DEBTCONSOLIDATION,B,14400,11.14,0,0.2,N,3
25712,34,187000,RENT,3.0,VENTURE,A,12000,7.9,0,0.06,N,10
29879,43,40000,MORTGAGE,3.0,MEDICAL,B,18000,11.83,0,0.45,N,15
2075,23,30000,MORTGAGE,3.0,PERSONAL,B,4500,10.62,0,0.15,N,3
4852,22,30000,RENT,6.0,MEDICAL,E,5000,17.43,1,0.17,N,2
31670,37,91800,MORTGAGE,21.0,MEDICAL,D,20000,14.84,1,0.19,Y,12
4081,23,92000,RENT,2.0,EDUCATION,A,4000,5.42,0,0.04,N,2
427,22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4
16673,22,60000,MORTGAGE,6.0,EDUCATION,A,11200,5.79,0,0.19,N,4
12397,22,80340,OWN,2.0,EDUCATION,A,7000,7.14,0,0.09,N,3
9873,21,36140,RENT,5.0,EDUCATION,A,9000,8.94,1,0.25,N,2
24963,31,35000,RENT,1.0,VENTURE,A,11400,6.91,1,0.33,N,8
27682,30,55000,RENT,14.0,DEBTCONSOLIDATION,C,15800,14.72,0,0.29,N,9
11460,22,75000,MORTGAGE,6.0,MEDICAL,C,15000,14.27,0,0.2,N,2
28506,35,85000,MORTGAGE,2.0,VENTURE,B,8400,11.99,0,0.1,N,8
25096,28,80000,OWN,1.0,MEDICAL,A,3000,6.54,0,0.04,N,9
14271,22,103000,MORTGAGE,,MEDICAL,A,2500,,0,0.02,N,3
19826,27,36000,OWN,4.0,MEDICAL,C,1050,14.72,0,0.03,Y,5
4161,25,15600,RENT,3.0,PERSONAL,A,4500,7.51,1,0.29,N,3
17004,22,54800,OWN,7.0,EDUCATION,A,8000,,0,0.15,N,2
28189,30,50000,MORTGAGE,0.0,EDUCATION,C,10000,,0,0.2,N,5
23901,29,67000,OWN,14.0,MEDICAL,A,3600,7.51,0,0.05,N,10
4879,24,38000,RENT,8.0,MEDICAL,C,5000,13.99,0,0.13,N,4
20665,33,30000,RENT,0.0,MEDICAL,A,5000,7.74,0,0.17,N,8
9170,26,60000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6000,8.94,0,0.1,N,4
14725,21,27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y,2
30815,41,28800,RENT,0.0,MEDICAL,C,9600,13.49,1,0.33,N,16
6390,24,37200,RENT,2.0,PERSONAL,B,6000,9.99,0,0.16,N,3
16881,25,52000,RENT,9.0,VENTURE,C,16000,13.98,1,0.31,N,4
2214,26,40000,RENT,3.0,PERSONAL,B,13250,11.71,1,0.33,N,2
26668,30,98000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,35000,10.59,1,0.36,N,8
23525,33,63996,MORTGAGE,15.0,DEBTCONSOLIDATION,A,3200,5.42,0,0.05,N,6
12899,23,73000,OTHER,1.0,PERSONAL,F,25000,17.9,1,0.34,N,2
7823,22,55000,MORTGAGE,5.0,EDUCATION,D,11100,16.77,0,0.2,N,2
10304,26,66384,MORTGAGE,3.0,VENTURE,A,10000,7.88,0,0.15,N,4
1552,23,27600,MORTGAGE,0.0,EDUCATION,C,1200,13.92,0,0.04,Y,3
13109,23,88000,MORTGAGE,7.0,MEDICAL,A,10000,8.94,0,0.11,N,2
30264,42,50000,MORTGAGE,5.0,EDUCATION,B,7000,,0,0.14,N,12
10254,24,66000,RENT,8.0,PERSONAL,B,9600,11.26,0,0.15,N,3
11546,25,65000,RENT,2.0,EDUCATION,C,10000,13.79,0,0.15,Y,3
1158,25,114000,RENT,3.0,EDUCATION,B,17000,10.37,0,0.15,N,3
30018,43,44000,OWN,18.0,MEDICAL,A,8000,9.32,0,0.18,N,15
4490,26,52000,RENT,2.0,EDUCATION,B,4800,9.99,0,0.09,N,2
11772,25,75600,MORTGAGE,7.0,MEDICAL,C,15000,12.68,0,0.2,N,2
4440,22,42996,RENT,3.0,PERSONAL,C,4800,11.03,0,0.11,N,4
8250,22,32400,RENT,6.0,VENTURE,C,7500,14.27,1,0.23,N,2
1377,24,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.23,N,4
10817,22,42000,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.24,N,3
26576,34,106000,MORTGAGE,3.0,MEDICAL,A,9000,7.88,0,0.08,N,6
16963,26,54000,RENT,6.0,VENTURE,A,10000,7.9,0,0.19,N,3
3923,22,42000,RENT,3.0,MEDICAL,B,4000,8.88,0,0.1,N,4
10248,22,65000,RENT,6.0,PERSONAL,C,9600,12.99,0,0.15,Y,4
11807,23,85000,RENT,5.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.12,N,4
4341,22,21000,RENT,4.0,EDUCATION,D,4750,,0,0.23,N,2
15047,24,37500,RENT,2.0,DEBTCONSOLIDATION,C,1600,11.03,0,0.04,Y,3
11852,22,76800,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,6.62,0,0.08,N,4
7569,25,38000,RENT,3.0,VENTURE,A,6400,7.88,0,0.17,N,3
25591,28,36000,OWN,0.0,EDUCATION,C,2350,12.99,0,0.07,Y,5
31857,36,170000,MORTGAGE,13.0,VENTURE,A,25000,7.51,0,0.15,N,13
24306,34,59000,RENT,0.0,EDUCATION,D,4100,14.91,1,0.07,N,10
24509,32,73527,MORTGAGE,11.0,EDUCATION,B,12000,12.42,0,0.16,N,7
31094,38,75996,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3500,7.29,0,0.05,N,13
